CustomerID,CustomerName,Age,Gender,AnnualIncome,CreditScore,AccountType,AccountBalance,HasCreditCard,HasMortgage,HasPersonalLoan,DigitalEngagementLevel,OnlineTransactionsPct,HasComplained,ChurnStatus
CUST-05350,William Garcia,29,Male,110201,625,Standard Checking,4490.09,0,0,0,High,75.6,0,0
CUST-05351,Susan Gonzalez,36,Female,68147,588,Standard Checking,11040.56,1,0,0,Medium,41.5,0,0
CUST-05352,David Lopez,46,Female,108252,762,Savings,10304.35,1,1,1,Medium,46.3,0,0
CUST-05353,Charles Jackson,69,Male,34316,649,Standard Checking,6782.4,0,0,0,Medium,69.7,0,0
CUST-05354,Christopher Jackson,34,Male,66342,718,Savings,10964.47,1,0,0,Medium,65.3,0,0
CUST-05355,Lisa Gonzalez,38,Female,98720,728,Savings,9175.57,1,0,0,Low,23,0,0
CUST-05356,Margaret Wilson,77,Female,27686,664,Standard Checking,2786.19,1,0,1,Medium,35.9,0,0
CUST-05357,Lisa Moore,37,Male,57716,674,Money Market,54552.46,1,0,0,Medium,40.6,0,0
CUST-05358,Barbara Brown,70,Male,39081,680,Savings,1009.87,1,0,0,High,79.5,0,0
CUST-05359,Elizabeth Taylor,80,Non-Binary,40271,736,Savings,9939.83,0,0,0,Medium,55.5,0,0
CUST-05360,Patricia Lopez,74,Female,32514,622,Premium Checking,17015.44,1,0,0,High,75.9,0,0
CUST-05361,Richard Brown,46,Female,60664,665,Savings,11153.69,0,0,0,Low,25.6,0,0
CUST-05362,Elizabeth Williams,18,Male,43530,700,Premium Checking,64526.25,1,0,0,Medium,50.4,0,0
CUST-05363,Joseph Johnson,76,Female,30861,701,Premium Checking,60584.63,0,0,0,Medium,36.7,0,0
CUST-05364,Matthew Taylor,81,Female,99705,723,Money Market,125385.68,1,0,0,High,99.6,0,0
CUST-05365,Jennifer Davis,61,Female,50298,586,Standard Checking,9312.36,0,0,0,Medium,35.8,0,0
CUST-05366,John Moore,65,Non-Binary,22390,657,Standard Checking,8787.37,1,0,1,Medium,46.9,0,0
CUST-05367,Nancy Smith,32,Male,34803,708,Premium Checking,28228.71,1,0,0,Medium,56.3,0,0
CUST-05368,Mark Thomas,52,Female,23385,588,Standard Checking,9559.2,0,0,1,Medium,45.6,0,0
CUST-05369,Michael Williams,40,Male,35840,802,Money Market,55001.98,1,0,0,None,0,0,0
CUST-05370,Daniel Brown,70,Female,58455,571,Savings,12451.58,1,0,0,Low,23.1,0,0
CUST-05371,William Jones,62,Female,66809,600,Premium Checking,64804.52,0,0,0,Medium,34.5,0,0
CUST-05372,Charles Anderson,30,Female,74799,630,Money Market,142288.94,1,1,0,High,76,0,0
CUST-05373,Linda Garcia,51,Male,35887,622,Standard Checking,10695.89,0,0,0,High,87.6,0,0
CUST-05374,Sarah Jackson,55,Male,41025,715,Standard Checking,7651.32,1,0,0,High,79.5,0,0
CUST-05375,Lisa Anderson,85,Male,61076,685,Money Market,10969.15,1,0,0,Low,18.4,0,0
CUST-05376,Betty Miller,22,Male,75461,617,Premium Checking,48846.04,1,0,0,Low,18.6,0,0
CUST-05377,Elizabeth Garcia,57,Male,45702,825,Money Market,79915.92,0,0,0,Low,24,0,0
CUST-05378,Susan Taylor,38,Female,67578,732,Money Market,39028.68,1,1,0,Medium,62.4,0,0
CUST-05379,William Jackson,45,Female,37045,698,Standard Checking,2101.54,0,0,0,Medium,62.1,0,0
CUST-05380,Sandra Jones,20,Female,16738,730,Premium Checking,57098.81,1,1,1,High,75.8,0,0
CUST-05381,Daniel Miller,40,Female,77117,707,Savings,3557.97,1,0,0,Medium,56.2,0,0
CUST-05382,Charles Martin,36,Female,64973,693,Standard Checking,9124.89,0,0,1,Medium,54.7,0,0
CUST-05383,Betty Miller,67,Female,46692,715,Premium Checking,32603.55,0,0,0,High,72.8,0,0
CUST-05384,Lisa Johnson,75,Male,53500,677,Standard Checking,58.96,1,0,0,Low,11.8,0,0
CUST-05385,Matthew Thomas,37,Male,87400,726,Savings,11134.49,1,0,0,Medium,47.4,0,0
CUST-05386,Richard Davis,70,Male,48814,685,Standard Checking,13134.48,0,0,0,Medium,47.2,0,0
CUST-05387,Jennifer Garcia,26,Female,11540,660,Premium Checking,17149.88,1,0,0,Medium,54.3,0,0
CUST-05388,William Brown,21,Female,17762,794,Money Market,76525.74,0,0,0,Medium,39.4,0,0
CUST-05389,Anthony Hernandez,58,Female,95737,685,Savings,3558.48,1,0,0,High,93.3,0,0
CUST-05390,Robert Taylor,42,Female,65949,662,Savings,12375.15,0,0,0,High,78.9,0,0
CUST-05391,Karen Miller,51,Female,86505,619,Standard Checking,301.31,1,1,1,Medium,59.2,0,1
CUST-05392,Anthony Anderson,26,Non-Binary,103074,610,Premium Checking,59807.97,1,1,1,Low,13.4,0,0
CUST-05393,Matthew Anderson,30,Female,100130,683,Savings,12544.89,1,0,0,Medium,67.9,0,0
CUST-05394,Susan Gonzalez,26,Male,24230,654,Standard Checking,2968.57,1,0,0,Medium,32.6,0,0
CUST-05395,David Gonzalez,21,Male,44316,628,Standard Checking,2204.34,0,0,0,Medium,43.8,0,0
CUST-05396,Betty Rodriguez,51,Male,31490,770,Standard Checking,2766.6,0,0,0,High,92.2,0,0
CUST-05397,Elizabeth Brown,24,Female,53191,752,Standard Checking,11346.49,1,0,0,Medium,66.7,0,0
CUST-05398,Thomas Wilson,32,Female,24899,610,Savings,14479.89,1,0,0,Low,28.8,0,0
CUST-05399,Lisa Moore,55,Male,50085,655,Premium Checking,25493.35,0,0,1,High,98,0,0
CUST-05400,David Thomas,69,Female,20717,566,Savings,1674.04,1,0,0,High,84.5,0,1
CUST-05401,James Miller,24,Male,41210,645,Standard Checking,4098.9,0,1,0,Medium,60.8,0,0
CUST-05402,Margaret Martinez,62,Female,101641,632,Standard Checking,1707.34,1,0,0,Low,25.4,0,0
CUST-05403,William Williams,76,Male,34853,668,Savings,126.1,1,0,1,High,86.7,0,0
CUST-05404,Nancy Wilson,38,Male,34671,617,Premium Checking,28841.4,0,0,1,None,0,0,0
CUST-05405,Betty Anderson,45,Male,52205,555,Premium Checking,41803.87,1,1,0,Low,15.4,0,0
CUST-05406,Mary Wilson,20,Male,53692,641,Premium Checking,66542.49,1,0,0,Medium,51.9,0,0
CUST-05407,Jessica Miller,31,Male,57349,768,Standard Checking,4998.68,1,0,0,Medium,64.4,0,0
CUST-05408,Patricia Moore,19,Female,32941,635,Savings,3456.35,1,0,0,Low,7.4,0,0
CUST-05409,Lisa Jones,46,Male,36290,815,Premium Checking,35590.13,0,0,0,Medium,55.9,0,0
CUST-05410,Jennifer Miller,35,Female,50724,621,Money Market,146405.28,1,1,0,Medium,51,0,0
CUST-05411,Joseph Smith,54,Male,80159,685,Savings,8574.83,1,0,0,High,77.9,0,0
CUST-05412,Lisa Brown,62,Male,34024,702,Savings,11472.93,1,0,1,None,0,1,0
CUST-05413,Mark Smith,62,Female,44420,607,Savings,7579.88,1,0,0,Medium,55.4,0,0
CUST-05414,David Moore,41,Male,18625,564,Savings,12671.43,0,0,0,High,74,0,0
CUST-05415,Susan Hernandez,63,Female,39413,756,Savings,6953.21,1,0,0,Medium,61.8,0,0
CUST-05416,Elizabeth Taylor,29,Male,54219,756,Standard Checking,1114.79,1,1,1,Low,28.7,0,0
CUST-05417,Patricia Anderson,70,Male,75750,777,Standard Checking,9080.37,0,0,0,Low,19.3,0,0
CUST-05418,Betty Thomas,62,Male,33087,622,Savings,10740.73,0,1,0,High,92.6,0,0
CUST-05419,Christopher Gonzalez,49,Female,53415,705,Standard Checking,1895.05,1,1,0,Low,10.9,0,0
CUST-05420,William Hernandez,35,Male,56151,682,Premium Checking,21427.41,1,1,0,Medium,64.7,0,0
CUST-05421,David Garcia,30,Female,20009,673,Savings,4493.06,1,0,1,Low,21.4,1,0
CUST-05422,James Garcia,21,Female,26146,653,Standard Checking,14439.99,1,0,0,High,78.2,0,0
CUST-05423,Richard Jones,40,Male,63020,734,Premium Checking,62006.32,1,0,0,High,73.8,0,0
CUST-05424,Joseph Moore,79,Female,50526,850,Money Market,26609.34,0,0,1,High,86.9,0,0
CUST-05425,Karen Wilson,71,Male,51404,699,Standard Checking,4663.71,0,0,0,High,86.8,0,0
CUST-05426,Joseph Jones,72,Female,30798,692,Savings,6274.43,1,0,0,Medium,61.2,0,0
CUST-05427,Betty Brown,57,Female,23765,634,Premium Checking,41312.99,1,0,0,High,74.8,0,0
CUST-05428,Mary Miller,31,Male,62279,727,Savings,14957.84,1,0,0,Medium,47.2,0,0
CUST-05429,Elizabeth Thomas,45,Female,53296,507,Premium Checking,6794.27,1,0,1,Low,10.7,0,1
CUST-05430,Elizabeth Moore,84,Male,18577,656,Standard Checking,6919.59,1,0,0,High,77.5,0,0
CUST-05431,Thomas Gonzalez,46,Male,46657,705,Standard Checking,9323.01,1,0,1,High,97.5,0,0
CUST-05432,James Smith,78,Female,119431,697,Standard Checking,5922.99,1,0,0,High,78.6,0,0
CUST-05433,Joseph Smith,85,Non-Binary,66162,673,Savings,2021.03,1,0,1,High,74.5,0,0
CUST-05434,Jennifer Gonzalez,26,Female,31329,551,Standard Checking,406.94,0,0,0,High,86.9,0,1
CUST-05435,Anthony Smith,34,Male,53285,784,Savings,517.97,1,0,0,Medium,67.6,0,0
CUST-05436,Robert Rodriguez,66,Female,44227,696,Standard Checking,7487.72,1,0,1,Medium,49.2,0,0
CUST-05437,Sandra Taylor,80,Male,111656,678,Standard Checking,6196.13,0,0,0,High,86.3,0,0
CUST-05438,Jessica Davis,63,Male,27923,768,Premium Checking,61283,1,0,1,Low,11.3,0,0
CUST-05439,Thomas Anderson,30,Female,93878,764,Standard Checking,13685.43,1,0,0,High,84.8,0,0
CUST-05440,Lisa Smith,62,Male,26988,664,Savings,9188,0,1,0,Low,8.9,0,0
CUST-05441,Barbara Jones,70,Male,57926,661,Standard Checking,7146.04,1,0,0,Medium,53.8,0,0
CUST-05442,Lisa Garcia,34,Female,67680,713,Standard Checking,8620.78,1,0,0,Low,27.5,1,0
CUST-05443,Matthew Smith,64,Female,87284,766,Standard Checking,6992.76,1,0,1,Medium,57.6,0,0
CUST-05444,Matthew Smith,79,Female,71981,749,Savings,5233.23,1,0,0,Medium,63.8,0,0
CUST-05445,Elizabeth Martinez,67,Male,22876,612,Money Market,24104.26,0,0,0,Low,16.9,0,0
CUST-05446,John Taylor,60,Female,49049,603,Savings,13958.88,1,0,0,High,93.4,0,0
CUST-05447,Charles Hernandez,85,Male,63297,619,Premium Checking,49752.16,1,0,0,Medium,34.1,0,0
CUST-05448,Mark Moore,45,Female,84386,718,Standard Checking,2702.64,1,1,0,Medium,36.7,0,0
CUST-05449,Mary Rodriguez,62,Female,27853,653,Standard Checking,7164.36,1,0,0,Medium,45.9,0,0
CUST-05450,Lisa Taylor,58,Female,30651,714,Standard Checking,2629.99,0,0,0,Low,6.7,0,0
CUST-05451,Margaret Wilson,53,Male,23581,589,Standard Checking,1835.56,0,0,0,None,0,0,1
CUST-05452,Patricia Taylor,50,Male,49012,622,Standard Checking,4978.36,1,0,0,Medium,42.6,0,0
CUST-05453,Thomas Lopez,42,Female,56119,714,Standard Checking,3027.7,1,0,0,Medium,33,0,0
CUST-05454,Margaret Martin,36,Male,58528,571,Standard Checking,14033.15,1,0,0,Medium,39.4,0,0
CUST-05455,Sarah Williams,64,Female,42918,804,Standard Checking,885.22,1,1,0,Medium,38.3,0,0
CUST-05456,David Moore,50,Male,46325,757,Standard Checking,14463.88,0,0,1,Medium,31.4,0,0
CUST-05457,Patricia Taylor,84,Male,46506,776,Standard Checking,12620.03,0,0,0,High,73.4,0,0
CUST-05458,Sarah Jones,31,Male,43638,733,Money Market,37484.82,1,0,0,Medium,64.1,0,0
CUST-05459,Susan Martinez,50,Male,19583,548,Money Market,101742.66,1,0,0,Medium,45.1,0,0
CUST-05460,Joseph Smith,59,Female,30385,758,Premium Checking,31912.34,0,0,0,Low,24.4,0,0
CUST-05461,Jessica Hernandez,82,Male,64140,730,Money Market,127897.66,0,0,0,Medium,34.4,0,0
CUST-05462,Daniel Martin,64,Female,39250,656,Savings,3795.72,1,0,0,High,73.8,0,0
CUST-05463,Jennifer Thomas,52,Male,38161,648,Premium Checking,19939.15,1,0,1,Medium,35.1,0,0
CUST-05464,Sandra Johnson,49,Male,92332,734,Standard Checking,6892.04,1,0,0,Medium,32.3,0,0
CUST-05465,James Rodriguez,72,Male,83923,569,Standard Checking,7628.36,1,0,0,Medium,67.4,0,0
CUST-05466,Nancy Lopez,71,Male,34022,744,Standard Checking,4820.4,1,0,1,Medium,40.3,0,0
CUST-05467,Thomas Anderson,68,Female,103317,634,Standard Checking,4897.16,1,1,0,Medium,34.4,0,0
CUST-05468,Sandra Jackson,76,Non-Binary,44452,691,Standard Checking,14991.31,0,0,1,Low,6.8,0,0
CUST-05469,Anthony Martinez,31,Female,73127,693,Standard Checking,5928.55,0,0,0,None,0,0,1
CUST-05470,Mark Lopez,35,Female,48180,585,Premium Checking,62808.41,0,0,0,Medium,62.1,0,0
CUST-05471,Susan Rodriguez,72,Female,35599,566,Premium Checking,71475.72,0,0,1,Medium,64.1,0,0
CUST-05472,Anthony Gonzalez,73,Female,73198,697,Standard Checking,11767.36,1,0,1,Medium,51.9,0,0
CUST-05473,John Wilson,66,Female,31223,676,Savings,3566.63,1,0,1,Medium,47.2,0,0
CUST-05474,Christopher Martinez,77,Female,45314,699,Standard Checking,1684.54,0,0,0,High,90.1,0,0
CUST-05475,Jessica Miller,70,Female,48950,608,Standard Checking,4446.01,0,0,0,High,93,0,0
CUST-05476,Patricia Martin,23,Female,40428,741,Savings,7902.59,1,0,0,Low,12,0,0
CUST-05477,Daniel Hernandez,25,Female,24838,764,Money Market,121231.93,1,0,0,High,97.9,0,0
CUST-05478,Jessica Martin,32,Female,63152,660,Savings,2360.98,1,0,0,Medium,45.8,0,0
CUST-05479,Patricia Taylor,43,Female,77678,599,Premium Checking,47301.56,1,1,0,Medium,51.6,0,0
CUST-05480,Richard Hernandez,56,Female,53215,640,Standard Checking,7610.15,0,0,1,Medium,42.1,0,0
CUST-05481,Sandra Williams,20,Male,33511,700,Standard Checking,13065.18,1,0,0,High,79.5,0,0
CUST-05482,William Garcia,74,Female,144903,711,Savings,8951.78,1,1,0,High,81.4,0,0
CUST-05483,Nancy Hernandez,27,Male,43671,816,Standard Checking,13035.26,1,0,0,High,87.3,1,0
CUST-05484,Jessica Jackson,20,Female,43299,737,Savings,11504.26,1,0,0,Medium,61.8,0,0
CUST-05485,Anthony Jones,63,Male,11354,662,Savings,5180.15,1,1,0,Medium,38.1,0,0
CUST-05486,Susan Taylor,39,Male,26357,717,Savings,6227.08,1,0,0,Medium,64.4,0,0
CUST-05487,John Brown,84,Female,87575,703,Premium Checking,18345.47,1,0,0,Medium,69.6,0,0
CUST-05488,Jessica Thomas,82,Female,254347,683,Savings,10595.71,0,0,0,Low,11.8,0,0
CUST-05489,Christopher Brown,36,Male,93238,796,Savings,8413.06,1,0,0,Medium,63.4,0,0
CUST-05490,Charles Taylor,79,Male,29114,636,Standard Checking,14213.2,1,0,0,High,76.8,0,0
CUST-05491,Richard Smith,74,Female,62195,722,Standard Checking,747.68,0,0,1,High,75.3,0,0
CUST-05492,Barbara Brown,30,Male,40358,720,Standard Checking,12860.07,1,0,0,High,98,1,0
CUST-05493,David Jones,33,Male,40980,807,Savings,4814.05,0,0,1,Medium,36.8,0,0
CUST-05494,Mary Taylor,33,Female,25567,535,Premium Checking,9786.72,1,0,0,None,0,0,1
CUST-05495,Linda Garcia,69,Female,63560,765,Savings,13729.72,0,0,0,Low,23.4,0,0
CUST-05496,Christopher Rodriguez,58,Female,25996,602,Savings,5342.97,0,0,0,Medium,37,0,0
CUST-05497,Richard Hernandez,65,Female,15516,572,Savings,7451.68,1,0,0,High,95,0,0
CUST-05498,Mark Thomas,56,Female,39947,613,Savings,4873.54,1,0,0,None,0,0,1
CUST-05499,Jessica Johnson,30,Female,13634,576,Standard Checking,10578.48,1,0,1,Medium,66.5,0,0
CUST-05500,Elizabeth Lopez,21,Female,32727,763,Money Market,47490.89,0,0,0,Medium,49.4,0,0
CUST-05501,Linda Hernandez,60,Male,66158,793,Savings,11307.21,1,0,0,Medium,50.2,0,0
CUST-05502,Sandra Martinez,63,Male,86326,630,Money Market,145697.57,0,0,1,Medium,62.9,0,0
CUST-05503,Richard Taylor,64,Female,67427,665,Savings,1037.08,0,0,0,Medium,52.1,1,0
CUST-05504,Michael Williams,70,Female,43678,759,Standard Checking,6026.07,1,0,0,High,72.8,0,0
CUST-05505,Sandra Martin,42,Male,37344,796,Standard Checking,10467.32,0,0,1,Medium,46.5,0,0
CUST-05506,Richard Jackson,58,Female,30844,690,Standard Checking,1460.26,1,0,0,High,87.1,0,0
CUST-05507,Michael Rodriguez,20,Female,103073,649,Premium Checking,74757.82,0,0,0,High,76.7,0,0
CUST-05508,Charles Gonzalez,30,Male,26124,580,Standard Checking,9655.23,0,0,0,Medium,31.2,0,0
CUST-05509,Nancy Davis,35,Female,52162,596,Savings,6974.06,1,0,1,High,96,0,0
CUST-05510,Nancy Moore,54,Female,65956,794,Premium Checking,18427.85,1,0,0,None,0,0,0
CUST-05511,Mark Johnson,60,Male,18166,596,Standard Checking,1116.58,1,0,0,High,80.9,0,1
CUST-05512,Sarah Moore,51,Female,14651,707,Standard Checking,3715.93,0,1,0,None,0,0,1
CUST-05513,David Smith,72,Male,65882,663,Standard Checking,11864.23,0,1,0,None,0,0,1
CUST-05514,Susan Thomas,69,Female,23681,655,Standard Checking,13355.7,1,0,0,Low,14.5,0,0
CUST-05515,David Smith,53,Female,57226,571,Savings,3753.15,1,0,0,Medium,34.5,0,1
CUST-05516,Sandra Miller,71,Female,31640,664,Standard Checking,4601.13,1,0,0,Medium,46.4,0,0
CUST-05517,Mark Thomas,76,Male,56039,794,Standard Checking,2593.95,1,0,0,Medium,47.7,0,0
CUST-05518,Sandra Wilson,69,Male,59969,679,Savings,10303.77,1,0,0,High,86.7,0,0
CUST-05519,Joseph Wilson,36,Female,81022,719,Money Market,52991.52,0,1,0,Medium,35,0,0
CUST-05520,Margaret Hernandez,29,Male,61176,577,Standard Checking,13966.52,1,0,0,Low,11.9,0,0
CUST-05521,Jessica Jackson,28,Male,54844,672,Money Market,77379,1,0,1,Medium,65.8,0,0
CUST-05522,Thomas Garcia,65,Male,116979,667,Money Market,106768.1,0,0,0,High,93.9,0,0
CUST-05523,David Taylor,33,Female,30074,671,Premium Checking,14047.08,0,1,0,Medium,62.6,0,0
CUST-05524,William Moore,64,Female,50321,710,Standard Checking,2245.75,1,1,0,Medium,52.3,0,0
CUST-05525,Thomas Lopez,84,Non-Binary,77282,697,Standard Checking,1908.94,1,0,0,High,95.3,0,0
CUST-05526,Daniel Jones,48,Male,12966,611,Savings,4173.88,1,0,0,Medium,61.5,0,0
CUST-05527,David Brown,25,Male,105078,628,Savings,8864.16,1,0,0,High,80.6,0,0
CUST-05528,Anthony Brown,78,Female,45111,680,Savings,70.15,1,0,0,Medium,48.6,0,0
CUST-05529,John Taylor,61,Female,60748,828,Savings,9108.62,1,0,0,High,84.4,0,0
CUST-05530,Michael Brown,67,Male,38307,627,Premium Checking,57809.02,1,0,1,Low,23.5,0,0
CUST-05531,Daniel Gonzalez,52,Male,61090,647,Standard Checking,736.03,1,0,0,Low,24.7,0,0
CUST-05532,Barbara Smith,78,Male,55977,656,Savings,7869.59,1,0,0,Low,23.2,0,0
CUST-05533,Christopher Jackson,72,Female,27942,703,Standard Checking,12524.46,1,0,0,Medium,65.3,0,0
CUST-05534,Christopher Martin,83,Male,39343,747,Standard Checking,4526.85,0,0,1,High,70.8,0,0
CUST-05535,Sarah Hernandez,31,Female,63033,707,Standard Checking,12281.29,0,0,0,Medium,61.7,0,0
CUST-05536,Karen Williams,21,Female,102266,607,Savings,6663.55,1,0,0,Medium,41.2,0,0
CUST-05537,Mark Taylor,34,Male,40619,724,Savings,12638.22,1,1,0,Medium,57.8,0,0
CUST-05538,Barbara Martinez,41,Male,25704,786,Standard Checking,7091.09,1,0,1,High,93.3,1,0
CUST-05539,Linda Anderson,66,Male,58488,683,Standard Checking,13517.3,1,1,0,High,97.9,0,0
CUST-05540,Robert Brown,72,Female,42172,661,Standard Checking,13711.96,1,0,1,High,70.6,0,0
CUST-05541,Betty Martin,40,Female,73223,802,Savings,146.7,1,1,0,Medium,41.9,0,0
CUST-05542,Charles Brown,29,Male,33762,588,Savings,5817.5,0,0,0,Low,29.6,0,0
CUST-05543,Joseph Taylor,28,Female,24824,689,Standard Checking,13315.52,1,0,1,Low,29.8,0,0
CUST-05544,Barbara Williams,46,Female,107438,704,Standard Checking,258.45,1,0,0,High,79.2,0,0
CUST-05545,Elizabeth Anderson,79,Male,38689,700,Money Market,30607.24,0,1,0,High,92.8,0,0
CUST-05546,Elizabeth Moore,70,Male,31168,724,Standard Checking,6492.5,0,1,0,Medium,60.3,1,0
CUST-05547,James Williams,65,Male,34822,597,Standard Checking,14706.21,0,1,0,High,79.9,0,0
CUST-05548,Christopher Lopez,83,Male,99227,661,Savings,13914.24,1,0,0,High,72.7,0,0
CUST-05549,James Williams,65,Female,154297,653,Premium Checking,69135.68,0,1,0,High,73.7,0,0
CUST-05550,John Jones,76,Male,33029,601,Standard Checking,3826.37,1,1,0,Medium,30.5,0,0
CUST-05551,Charles Smith,74,Male,44471,578,Premium Checking,11691.31,1,1,0,Medium,41.9,0,0
CUST-05552,Patricia Brown,20,Female,57578,768,Standard Checking,4877,1,0,1,Medium,45.5,0,0
CUST-05553,Thomas Wilson,49,Male,19311,691,Standard Checking,9818.46,0,0,0,None,0,0,0
CUST-05554,Sarah Smith,25,Male,37971,614,Premium Checking,14410.28,0,0,1,Low,29.5,0,0
CUST-05555,Nancy Thomas,47,Female,126125,614,Premium Checking,21769.44,0,0,0,Medium,58.6,0,0
CUST-05556,John Rodriguez,32,Male,41662,677,Savings,10390.05,1,0,0,High,78.8,0,0
CUST-05557,Daniel Brown,72,Male,92215,743,Standard Checking,10731.82,1,0,0,None,0,0,0
CUST-05558,Christopher Jones,55,Male,47387,618,Premium Checking,17164.62,1,0,1,Medium,44.1,0,0
CUST-05559,David Rodriguez,32,Female,16916,719,Money Market,25962.34,1,1,0,Medium,38.1,0,0
CUST-05560,Betty Williams,47,Male,80501,781,Savings,1206.59,1,0,0,Medium,44.2,0,0
CUST-05561,Jennifer Hernandez,63,Female,41186,718,Standard Checking,9096.91,1,0,0,High,89.2,0,0
CUST-05562,William Anderson,81,Female,100296,623,Standard Checking,7263.86,0,0,1,Medium,38.1,0,0
CUST-05563,Daniel Williams,43,Female,54233,672,Savings,9452.42,0,0,0,Medium,43.2,0,0
CUST-05564,James Martin,84,Female,49176,658,Premium Checking,16432.27,0,0,0,Medium,61.4,0,0
CUST-05565,Mark Jackson,53,Male,62039,646,Premium Checking,54442.12,0,0,0,Medium,30.9,0,0
CUST-05566,Susan Taylor,48,Male,59275,678,Standard Checking,7263.12,1,0,0,High,98.4,0,0
CUST-05567,Nancy Wilson,57,Male,20597,643,Standard Checking,7480.78,1,0,1,High,91.5,0,0
CUST-05568,Thomas Wilson,63,Male,83318,614,Savings,9337.51,0,0,0,High,97.1,0,0
CUST-05569,Barbara Thomas,59,Non-Binary,48219,712,Savings,5408.52,0,0,0,Low,20.1,0,0
CUST-05570,James Gonzalez,35,Female,49690,745,Standard Checking,1067.35,1,0,0,Medium,69.3,0,0
CUST-05571,Jennifer Taylor,53,Male,60420,752,Premium Checking,65074.81,1,1,0,Medium,41.9,0,0
CUST-05572,Barbara Jackson,67,Female,77038,608,Premium Checking,62974.13,0,0,0,Medium,64,0,0
CUST-05573,Jennifer Miller,78,Female,83079,750,Premium Checking,60552.7,0,0,0,High,94.7,0,0
CUST-05574,James Smith,57,Female,68386,791,Premium Checking,25563.02,1,0,0,High,74.5,0,0
CUST-05575,Mark Jones,20,Female,20475,606,Premium Checking,58180.91,0,0,1,High,89.9,0,0
CUST-05576,Jennifer Thomas,24,Male,47312,617,Savings,9158.83,0,0,1,Medium,60.3,0,0
CUST-05577,Matthew Thomas,48,Male,30699,591,Standard Checking,3054.22,1,0,0,Medium,57.6,1,1
CUST-05578,Susan Smith,82,Male,53616,603,Premium Checking,62201.16,1,0,0,Medium,34.5,0,0
CUST-05579,Richard Martin,81,Male,44384,780,Savings,11587.16,1,0,0,None,0,0,0
CUST-05580,Elizabeth Martinez,20,Male,135672,616,Money Market,111705.34,1,0,0,High,95.9,0,0
CUST-05581,William Gonzalez,52,Female,24794,730,Savings,4794.75,1,0,0,High,81.3,0,0
CUST-05582,John Moore,32,Female,49269,571,Standard Checking,14747.15,0,0,0,Medium,65,0,0
CUST-05583,Karen Johnson,38,Female,51873,584,Premium Checking,44031.33,1,0,0,Medium,41.2,0,0
CUST-05584,Thomas Jackson,79,Female,38823,624,Savings,11094.26,1,0,0,Medium,58.5,0,0
CUST-05585,Daniel Gonzalez,45,Female,48459,720,Standard Checking,13212.87,1,0,0,Medium,67,0,0
CUST-05586,Richard Smith,21,Male,143026,666,Standard Checking,12364.77,0,0,1,Medium,57.3,0,0
CUST-05587,Mary Smith,30,Female,58761,675,Standard Checking,12322.33,1,0,0,Low,24,0,0
CUST-05588,Lisa Jones,68,Male,104386,624,Standard Checking,3848.55,0,0,0,Medium,66.4,0,0
CUST-05589,Lisa Williams,65,Female,38755,641,Standard Checking,4773.13,0,0,0,Medium,51.3,0,0
CUST-05590,Mark Miller,56,Male,72125,599,Money Market,18615.28,0,1,1,Medium,48.7,0,0
CUST-05591,Lisa Gonzalez,84,Female,32682,728,Standard Checking,13755.66,0,0,0,Medium,62.1,0,0
CUST-05592,Mark Moore,75,Female,31697,704,Standard Checking,905.66,0,0,0,High,72.5,0,0
CUST-05593,Lisa Miller,19,Female,20115,658,Savings,3924.48,1,0,0,High,80.4,0,0
CUST-05594,James Jones,42,Male,28767,656,Savings,6671.01,0,0,0,High,75.2,0,0
CUST-05595,Thomas Davis,28,Male,50412,698,Savings,10740.95,0,0,0,Medium,45.5,0,0
CUST-05596,Joseph Martin,18,Female,106193,746,Premium Checking,63719.82,0,0,0,High,94.8,0,0
CUST-05597,Patricia Johnson,65,Male,46248,635,Standard Checking,7636.95,0,0,0,Medium,44.8,0,0
CUST-05598,Robert Smith,65,Female,55054,727,Savings,5059.57,0,0,0,Medium,53.6,0,0
CUST-05599,Matthew Jones,27,Female,86927,635,Savings,3284,1,0,0,Medium,60.1,0,0
CUST-05600,Jennifer Johnson,47,Female,41696,663,Premium Checking,24697.83,1,0,0,High,81.9,0,0
CUST-05601,Betty Smith,52,Male,30089,666,Savings,12339.59,1,0,0,High,84.6,1,0
CUST-05602,Patricia Miller,36,Female,31854,758,Premium Checking,64395.22,0,0,1,High,95.5,0,0
CUST-05603,Nancy Smith,70,Male,85873,646,Standard Checking,4249.84,1,0,0,Medium,52.1,0,0
CUST-05604,James Davis,51,Male,52694,535,Premium Checking,67600.33,0,0,0,Medium,45.9,0,0
CUST-05605,Karen Thomas,49,Male,52696,612,Savings,8243.99,1,0,0,High,83,0,0
CUST-05606,Christopher Gonzalez,23,Male,31392,816,Standard Checking,4852.43,1,1,0,High,79.8,0,0
CUST-05607,Daniel Moore,30,Male,95957,564,Premium Checking,26559.69,1,0,1,Low,14,0,0
CUST-05608,Sandra Martin,81,Male,123459,548,Savings,3199.37,1,0,0,Medium,41.5,0,1
CUST-05609,Elizabeth Lopez,24,Female,53455,736,Premium Checking,58169.42,1,0,1,High,83.1,0,0
CUST-05610,James Martinez,62,Female,77581,728,Standard Checking,7295.75,0,0,1,Medium,44.7,0,0
CUST-05611,William Williams,62,Female,35509,654,Savings,7098.93,1,0,0,Low,11.6,0,0
